MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
CLPRP,US,2015,896941,United States,,,
COPRK,US,2015,5.717,United States,,,
EMFDB,US,2015,2012545,United States,,,
ENPRP,US,2015,352553,United States,,,
GETCB,US,2015,211836,United States,,,
HYTCB,US,2015,2321177,United States,,,
NCPRB,US,2015,4737053,United States,,,
NGMPB,US,2015,32717205,United States,,,
NGMPK,US,2015,1.137,United States,,,
NGMPP,US,2015,28772045,United States,,,
NUETB,US,2015,8336886,United States,,,
PAPRB,US,2015,19700748,United States,,,
PAPRP,US,2015,3445994,United States,,,
REPRB,US,2015,9743161,United States,,,
SOTCB,US,2015,426734,United States,,,
TEPRB,US,2015,88429020,United States,,,
TETCB,US,2015,97378350,United States,,,
WDEXB,US,2015,0,United States,,,
WDPRB,US,2015,2311769,United States,,,
WDTCB,US,2015,2311769,United States,,,
WSTCB,US,2015,518371,United States,,,
WWPRB,US,2015,2830140,United States,,,
WYTCB,US,2015,1777306,United States,,,
BDFDB,UT,2015,9,Utah,63.61302159,80,1243588
BDPRP,UT,2015,2,Utah,63.61302159,80,1243588
BFFDB,UT,2015,9,Utah,63.61302159,80,1243588
BFPRP,UT,2015,2,Utah,63.61302159,80,1243588
CLPRB,UT,2015,325216,Utah,63.61302159,80,1243588
CLPRK,UT,2015,22.555,Utah,63.61302159,80,1243588
CLPRP,UT,2015,14419,Utah,63.61302159,80,1243588
COPRK,UT,2015,5.717,Utah,63.61302159,80,1243588
EMFDB,UT,2015,0,Utah,63.61302159,80,1243588
ENPRP,UT,2015,0,Utah,63.61302159,80,1243588
GETCB,UT,2015,4811,Utah,63.61302159,80,1243588
HYTCB,UT,2015,7164,Utah,63.61302159,80,1243588
NCPRB,UT,2015,18788,Utah,63.61302159,80,1243588
NGMPB,UT,2015,461219,Utah,63.61302159,80,1243588
NGMPK,UT,2015,1.106,Utah,63.61302159,80,1243588
NGMPP,UT,2015,417020,Utah,63.61302159,80,1243588
NUETB,UT,2015,0,Utah,63.61302159,80,1243588
PAPRB,UT,2015,212307,Utah,63.61302159,80,1243588
PAPRP,UT,2015,37136,Utah,63.61302159,80,1243588
REPRB,UT,2015,23993,Utah,63.61302159,80,1243588
SOTCB,UT,2015,980,Utah,63.61302159,80,1243588
TEPRB,UT,2015,1022734,Utah,63.61302159,80,1243588
TETCB,UT,2015,798313,Utah,63.61302159,80,1243588
WDEXB,UT,2015,0,Utah,63.61302159,80,1243588
WDPRB,UT,2015,3765,Utah,63.61302159,80,1243588
WDTCB,UT,2015,3765,Utah,63.61302159,80,1243588
WSTCB,UT,2015,1430,Utah,63.61302159,80,1243588
WWPRB,UT,2015,5195,Utah,63.61302159,80,1243588
WYTCB,UT,2015,5833,Utah,63.61302159,80,1243588
BDFDB,VA,2015,259,Virginia,107.6199041,31,2446464
BDPRP,VA,2015,48,Virginia,107.6199041,31,2446464
BFFDB,VA,2015,6036,Virginia,107.6199041,31,2446464
BFPRP,VA,2015,1060,Virginia,107.6199041,31,2446464
CLPRB,VA,2015,365832,Virginia,107.6199041,31,2446464
CLPRK,VA,2015,25.546,Virginia,107.6199041,31,2446464
CLPRP,VA,2015,14321,Virginia,107.6199041,31,2446464
COPRK,VA,2015,5.717,Virginia,107.6199041,31,2446464
EMFDB,VA,2015,5777,Virginia,107.6199041,31,2446464
ENPRP,VA,2015,1012,Virginia,107.6199041,31,2446464
GETCB,VA,2015,1701,Virginia,107.6199041,31,2446464
HYTCB,VA,2015,10795,Virginia,107.6199041,31,2446464
NCPRB,VA,2015,13300,Virginia,107.6199041,31,2446464
NGMPB,VA,2015,134220,Virginia,107.6199041,31,2446464
NGMPK,VA,2015,1.052,Virginia,107.6199041,31,2446464
NGMPP,VA,2015,127586,Virginia,107.6199041,31,2446464
NUETB,VA,2015,293455,Virginia,107.6199041,31,2446464
PAPRB,VA,2015,63,Virginia,107.6199041,31,2446464
PAPRP,VA,2015,11,Virginia,107.6199041,31,2446464
REPRB,VA,2015,137589,Virginia,107.6199041,31,2446464
SOTCB,VA,2015,803,Virginia,107.6199041,31,2446464
TEPRB,VA,2015,931160,Virginia,107.6199041,31,2446464
TETCB,VA,2015,2440821,Virginia,107.6199041,31,2446464
WDEXB,VA,2015,0,Virginia,107.6199041,31,2446464
WDPRB,VA,2015,97882,Virginia,107.6199041,31,2446464
WDTCB,VA,2015,97882,Virginia,107.6199041,31,2446464
WSTCB,VA,2015,20371,Virginia,107.6199041,31,2446464
WWPRB,VA,2015,118254,Virginia,107.6199041,31,2446464
WYTCB,VA,2015,0,Virginia,107.6199041,31,2446464
BDFDB,VT,2015,0,Vermont,6.126831312,33,47317173
BDPRP,VT,2015,0,Vermont,6.126831312,33,47317173
BFFDB,VT,2015,0,Vermont,6.126831312,33,47317173
BFPRP,VT,2015,0,Vermont,6.126831312,33,47317173
CLPRB,VT,2015,0,Vermont,6.126831312,33,47317173
CLPRK,VT,2015,0,Vermont,6.126831312,33,47317173
CLPRP,VT,2015,0,Vermont,6.126831312,33,47317173
COPRK,VT,2015,0,Vermont,6.126831312,33,47317173
EMFDB,VT,2015,0,Vermont,6.126831312,33,47317173
ENPRP,VT,2015,0,Vermont,6.126831312,33,47317173
GETCB,VT,2015,29,Vermont,6.126831312,33,47317173
HYTCB,VT,2015,10619,Vermont,6.126831312,33,47317173
NCPRB,VT,2015,14724,Vermont,6.126831312,33,47317173
NGMPB,VT,2015,0,Vermont,6.126831312,33,47317173
NGMPK,VT,2015,0,Vermont,6.126831312,33,47317173
NGMPP,VT,2015,0,Vermont,6.126831312,33,47317173
NUETB,VT,2015,0,Vermont,6.126831312,33,47317173
PAPRB,VT,2015,0,Vermont,6.126831312,33,47317173
PAPRP,VT,2015,0,Vermont,6.126831312,33,47317173
REPRB,VT,2015,38784,Vermont,6.126831312,33,47317173
SOTCB,VT,2015,1044,Vermont,6.126831312,33,47317173
TEPRB,VT,2015,38784,Vermont,6.126831312,33,47317173
TETCB,VT,2015,140546,Vermont,6.126831312,33,47317173
WDEXB,VT,2015,0,Vermont,6.126831312,33,47317173
WDPRB,VT,2015,23753,Vermont,6.126831312,33,47317173
WDTCB,VT,2015,23753,Vermont,6.126831312,33,47317173
WSTCB,VT,2015,307,Vermont,6.126831312,33,47317173
WWPRB,VT,2015,24060,Vermont,6.126831312,33,47317173
WYTCB,VT,2015,3032,Vermont,6.126831312,33,47317173
BDFDB,WA,2015,7251,Washington,75.13711456,109,1978193
BDPRP,WA,2015,1335,Washington,75.13711456,109,1978193
BFFDB,WA,2015,7251,Washington,75.13711456,109,1978193
BFPRP,WA,2015,1335,Washington,75.13711456,109,1978193
CLPRB,WA,2015,0,Washington,75.13711456,109,1978193
CLPRK,WA,2015,0,Washington,75.13711456,109,1978193
CLPRP,WA,2015,0,Washington,75.13711456,109,1978193
COPRK,WA,2015,0,Washington,75.13711456,109,1978193
EMFDB,WA,2015,0,Washington,75.13711456,109,1978193
ENPRP,WA,2015,0,Washington,75.13711456,109,1978193
GETCB,WA,2015,1136,Washington,75.13711456,109,1978193
HYTCB,WA,2015,684060,Washington,75.13711456,109,1978193
NCPRB,WA,2015,751781,Washington,75.13711456,109,1978193
NGMPB,WA,2015,0,Washington,75.13711456,109,1978193
NGMPK,WA,2015,0,Washington,75.13711456,109,1978193
NGMPP,WA,2015,0,Washington,75.13711456,109,1978193
NUETB,WA,2015,85347,Washington,75.13711456,109,1978193
PAPRB,WA,2015,0,Washington,75.13711456,109,1978193
PAPRP,WA,2015,0,Washington,75.13711456,109,1978193
REPRB,WA,2015,872328,Washington,75.13711456,109,1978193
SOTCB,WA,2015,649,Washington,75.13711456,109,1978193
TEPRB,WA,2015,957675,Washington,75.13711456,109,1978193
TETCB,WA,2015,1995985,Washington,75.13711456,109,1978193
WDEXB,WA,2015,0,Washington,75.13711456,109,1978193
WDPRB,WA,2015,104876,Washington,75.13711456,109,1978193
WDTCB,WA,2015,104876,Washington,75.13711456,109,1978193
WSTCB,WA,2015,8421,Washington,75.13711456,109,1978193
WWPRB,WA,2015,113296,Washington,75.13711456,109,1978193
WYTCB,WA,2015,65936,Washington,75.13711456,109,1978193
BDFDB,WI,2015,2614,Wisconsin,99.85701526,107,3755629
BDPRP,WI,2015,481,Wisconsin,99.85701526,107,3755629
BFFDB,WI,2015,79450,Wisconsin,99.85701526,107,3755629
BFPRP,WI,2015,13941,Wisconsin,99.85701526,107,3755629
CLPRB,WI,2015,0,Wisconsin,99.85701526,107,3755629
CLPRK,WI,2015,0,Wisconsin,99.85701526,107,3755629
CLPRP,WI,2015,0,Wisconsin,99.85701526,107,3755629
COPRK,WI,2015,0,Wisconsin,99.85701526,107,3755629
EMFDB,WI,2015,76836,Wisconsin,99.85701526,107,3755629
ENPRP,WI,2015,13460,Wisconsin,99.85701526,107,3755629
GETCB,WI,2015,615,Wisconsin,99.85701526,107,3755629
HYTCB,WI,2015,21813,Wisconsin,99.85701526,107,3755629
NCPRB,WI,2015,37744,Wisconsin,99.85701526,107,3755629
NGMPB,WI,2015,0,Wisconsin,99.85701526,107,3755629
NGMPK,WI,2015,0,Wisconsin,99.85701526,107,3755629
NGMPP,WI,2015,0,Wisconsin,99.85701526,107,3755629
NUETB,WI,2015,104666,Wisconsin,99.85701526,107,3755629
PAPRB,WI,2015,0,Wisconsin,99.85701526,107,3755629
PAPRP,WI,2015,0,Wisconsin,99.85701526,107,3755629
REPRB,WI,2015,223881,Wisconsin,99.85701526,107,3755629
SOTCB,WI,2015,505,Wisconsin,99.85701526,107,3755629
TEPRB,WI,2015,328547,Wisconsin,99.85701526,107,3755629
TETCB,WI,2015,1814408,Wisconsin,99.85701526,107,3755629
WDEXB,WI,2015,0,Wisconsin,99.85701526,107,3755629
WDPRB,WI,2015,97353,Wisconsin,99.85701526,107,3755629
WDTCB,WI,2015,97353,Wisconsin,99.85701526,107,3755629
WSTCB,WI,2015,9334,Wisconsin,99.85701526,107,3755629
WWPRB,WI,2015,106687,Wisconsin,99.85701526,107,3755629
WYTCB,WI,2015,14811,Wisconsin,99.85701526,107,3755629
BDFDB,WV,2015,0,West Virginia,91.96307825,69,491426
BDPRP,WV,2015,0,West Virginia,91.96307825,69,491426
BFFDB,WV,2015,0,West Virginia,91.96307825,69,491426
BFPRP,WV,2015,0,West Virginia,91.96307825,69,491426
CLPRB,WV,2015,2447181,West Virginia,91.96307825,69,491426
CLPRK,WV,2015,25.589,West Virginia,91.96307825,69,491426
CLPRP,WV,2015,95633,West Virginia,91.96307825,69,491426
COPRK,WV,2015,5.717,West Virginia,91.96307825,69,491426
EMFDB,WV,2015,0,West Virginia,91.96307825,69,491426
ENPRP,WV,2015,0,West Virginia,91.96307825,69,491426
GETCB,WV,2015,32,West Virginia,91.96307825,69,491426
HYTCB,WV,2015,12907,West Virginia,91.96307825,69,491426
NCPRB,WV,2015,25858,West Virginia,91.96307825,69,491426
NGMPB,WV,2015,1562536,West Virginia,91.96307825,69,491426
NGMPK,WV,2015,1.188,West Virginia,91.96307825,69,491426
NGMPP,WV,2015,1315248,West Virginia,91.96307825,69,491426
NUETB,WV,2015,0,West Virginia,91.96307825,69,491426
PAPRB,WV,2015,66157,West Virginia,91.96307825,69,491426
PAPRP,WV,2015,11572,West Virginia,91.96307825,69,491426
REPRB,WV,2015,37954,West Virginia,91.96307825,69,491426
SOTCB,WV,2015,93,West Virginia,91.96307825,69,491426
TEPRB,WV,2015,4113828,West Virginia,91.96307825,69,491426
TETCB,WV,2015,768657,West Virginia,91.96307825,69,491426
WDEXB,WV,2015,0,West Virginia,91.96307825,69,491426
WDPRB,WV,2015,11941,West Virginia,91.96307825,69,491426
WDTCB,WV,2015,11941,West Virginia,91.96307825,69,491426
WSTCB,WV,2015,155,West Virginia,91.96307825,69,491426
WWPRB,WV,2015,12096,West Virginia,91.96307825,69,491426
WYTCB,WV,2015,12825,West Virginia,91.96307825,69,491426
BDFDB,WY,2015,0,Wyoming,64.09286316,18,249960
BDPRP,WY,2015,0,Wyoming,64.09286316,18,249960
BFFDB,WY,2015,1192,Wyoming,64.09286316,18,249960
BFPRP,WY,2015,209,Wyoming,64.09286316,18,249960
CLPRB,WY,2015,6538240,Wyoming,64.09286316,18,249960
CLPRK,WY,2015,17.399,Wyoming,64.09286316,18,249960
CLPRP,WY,2015,375773,Wyoming,64.09286316,18,249960
COPRK,WY,2015,5.717,Wyoming,64.09286316,18,249960
EMFDB,WY,2015,1192,Wyoming,64.09286316,18,249960
ENPRP,WY,2015,209,Wyoming,64.09286316,18,249960
GETCB,WY,2015,663,Wyoming,64.09286316,18,249960
HYTCB,WY,2015,8091,Wyoming,64.09286316,18,249960
NCPRB,WY,2015,43791,Wyoming,64.09286316,18,249960
NGMPB,WY,2015,1998295,Wyoming,64.09286316,18,249960
NGMPK,WY,2015,1.105,Wyoming,64.09286316,18,249960
NGMPP,WY,2015,1808519,Wyoming,64.09286316,18,249960
NUETB,WY,2015,0,Wyoming,64.09286316,18,249960
PAPRB,WY,2015,494355,Wyoming,64.09286316,18,249960
PAPRP,WY,2015,86471,Wyoming,64.09286316,18,249960
REPRB,WY,2015,49887,Wyoming,64.09286316,18,249960
SOTCB,WY,2015,27,Wyoming,64.09286316,18,249960
TEPRB,WY,2015,9080777,Wyoming,64.09286316,18,249960
TETCB,WY,2015,507121,Wyoming,64.09286316,18,249960
WDEXB,WY,2015,0,Wyoming,64.09286316,18,249960
WDPRB,WY,2015,4904,Wyoming,64.09286316,18,249960
WDTCB,WY,2015,4904,Wyoming,64.09286316,18,249960
WSTCB,WY,2015,2,Wyoming,64.09286316,18,249960
WWPRB,WY,2015,4905,Wyoming,64.09286316,18,249960
WYTCB,WY,2015,35009,Wyoming,64.09286316,18,249960
COPRK,X3,2015,5.717,Federal Offshore - Gulf of Mexico,,,
NGMPB,X3,2015,1440228,Federal Offshore - Gulf of Mexico,,,
NGMPK,X3,2015,1.115,Federal Offshore - Gulf of Mexico,,,
NGMPP,X3,2015,1291945,Federal Offshore - Gulf of Mexico,,,
PAPRB,X3,2015,3161089,Federal Offshore - Gulf of Mexico,,,
PAPRP,X3,2015,552928,Federal Offshore - Gulf of Mexico,,,
TEPRB,X3,2015,4601318,Federal Offshore - Gulf of Mexico,,,
COPRK,X5,2015,5.717,Federal Offshore - Pacific,,,
PAPRB,X5,2015,65465,Federal Offshore - Pacific,,,
PAPRP,X5,2015,11451,Federal Offshore - Pacific,,,
TEPRB,X5,2015,65465,Federal Offshore - Pacific,,,
BDFDB,AK,2016,27,Alaska,33.40561066,14,2247734
BDPRP,AK,2016,5,Alaska,33.40561066,14,2247734
BFFDB,AK,2016,27,Alaska,33.40561066,14,2247734
BFPRP,AK,2016,5,Alaska,33.40561066,14,2247734
CLPRB,AK,2016,13942,Alaska,33.40561066,14,2247734
CLPRK,AK,2016,14.957,Alaska,33.40561066,14,2247734
CLPRP,AK,2016,932,Alaska,33.40561066,14,2247734
COPRK,AK,2016,5.722,Alaska,33.40561066,14,2247734
EMFDB,AK,2016,0,Alaska,33.40561066,14,2247734
ENPRP,AK,2016,0,Alaska,33.40561066,14,2247734
GETCB,AK,2016,186,Alaska,33.40561066,14,2247734
HYTCB,AK,2016,15317,Alaska,33.40561066,14,2247734
NCPRB,AK,2016,17081,Alaska,33.40561066,14,2247734
NGMPB,AK,2016,369865,Alaska,33.40561066,14,2247734
NGMPK,AK,2016,1.112,Alaska,33.40561066,14,2247734
NGMPP,AK,2016,332749,Alaska,33.40561066,14,2247734
NUETB,AK,2016,0,Alaska,33.40561066,14,2247734
PAPRB,AK,2016,1026401,Alaska,33.40561066,14,2247734
PAPRP,AK,2016,179378,Alaska,33.40561066,14,2247734
REPRB,AK,2016,25155,Alaska,33.40561066,14,2247734
SOTCB,AK,2016,14,Alaska,33.40561066,14,2247734
TEPRB,AK,2016,1435363,Alaska,33.40561066,14,2247734
TETCB,AK,2016,593662,Alaska,33.40561066,14,2247734
WDEXB,AK,2016,0,Alaska,33.40561066,14,2247734
WDPRB,AK,2016,7636,Alaska,33.40561066,14,2247734
WDTCB,AK,2016,7636,Alaska,33.40561066,14,2247734
WSTCB,AK,2016,412,Alaska,33.40561066,14,2247734
WWPRB,AK,2016,8048,Alaska,33.40561066,14,2247734
WYTCB,AK,2016,1563,Alaska,33.40561066,14,2247734
BDFDB,AL,2016,1906,Alabama,113.9837834,129,1206793
BDPRP,AL,2016,351,Alabama,113.9837834,129,1206793
BFFDB,AL,2016,1906,Alabama,113.9837834,129,1206793
BFPRP,AL,2016,351,Alabama,113.9837834,129,1206793
CLPRB,AL,2016,247632,Alabama,113.9837834,129,1206793
CLPRK,AL,2016,25.68,Alabama,113.9837834,129,1206793
CLPRP,AL,2016,9643,Alabama,113.9837834,129,1206793
COPRK,AL,2016,5.722,Alabama,113.9837834,129,1206793
EMFDB,AL,2016,0,Alabama,113.9837834,129,1206793
ENPRP,AL,2016,0,Alabama,113.9837834,129,1206793
GETCB,AL,2016,141,Alabama,113.9837834,129,1206793
HYTCB,AL,2016,64484,Alabama,113.9837834,129,1206793
NCPRB,AL,2016,65056,Alabama,113.9837834,129,1206793
NGMPB,AL,2016,176290,Alabama,113.9837834,129,1206793
NGMPK,AL,2016,1.07,Alabama,113.9837834,129,1206793
NGMPP,AL,2016,164815,Alabama,113.9837834,129,1206793
NUETB,AL,2016,417334,Alabama,113.9837834,129,1206793
PAPRB,AL,2016,46417,Alabama,113.9837834,129,1206793
PAPRP,AL,2016,8112,Alabama,113.9837834,129,1206793
REPRB,AL,2016,230734,Alabama,113.9837834,129,1206793
SOTCB,AL,2016,431,Alabama,113.9837834,129,1206793
TEPRB,AL,2016,1118407,Alabama,113.9837834,129,1206793
TETCB,AL,2016,1922727,Alabama,113.9837834,129,1206793
WDEXB,AL,2016,0,Alabama,113.9837834,129,1206793
WDPRB,AL,2016,162166,Alabama,113.9837834,129,1206793
WDTCB,AL,2016,162166,Alabama,113.9837834,129,1206793
WSTCB,AL,2016,1606,Alabama,113.9837834,129,1206793
WWPRB,AL,2016,163772,Alabama,113.9837834,129,1206793
WYTCB,AL,2016,0,Alabama,113.9837834,129,1206793
BDFDB,AR,2016,5377,Arkansas,62.12624984,703,4637664
BDPRP,AR,2016,990,Arkansas,62.12624984,703,4637664
BFFDB,AR,2016,5377,Arkansas,62.12624984,703,4637664
BFPRP,AR,2016,990,Arkansas,62.12624984,703,4637664
CLPRB,AR,2016,974,Arkansas,62.12624984,703,4637664
CLPRK,AR,2016,19.705,Arkansas,62.12624984,703,4637664
CLPRP,AR,2016,49,Arkansas,62.12624984,703,4637664
COPRK,AR,2016,5.722,Arkansas,62.12624984,703,4637664
EMFDB,AR,2016,0,Arkansas,62.12624984,703,4637664
ENPRP,AR,2016,0,Arkansas,62.12624984,703,4637664
GETCB,AR,2016,808,Arkansas,62.12624984,703,4637664
HYTCB,AR,2016,32958,Arkansas,62.12624984,703,4637664
NCPRB,AR,2016,34139,Arkansas,62.12624984,703,4637664
NGMPB,AR,2016,839485,Arkansas,62.12624984,703,4637664
NGMPK,AR,2016,1.02,Arkansas,62.12624984,703,4637664
NGMPP,AR,2016,823196,Arkansas,62.12624984,703,4637664
NUETB,AR,2016,140370,Arkansas,62.12624984,703,4637664
PAPRB,AR,2016,31580,Arkansas,62.12624984,703,4637664
PAPRP,AR,2016,5519,Arkansas,62.12624984,703,4637664
REPRB,AR,2016,115419,Arkansas,62.12624984,703,4637664
SOTCB,AR,2016,372,Arkansas,62.12624984,703,4637664
TEPRB,AR,2016,1127828,Arkansas,62.12624984,703,4637664
TETCB,AR,2016,1053706,Arkansas,62.12624984,703,4637664
WDEXB,AR,2016,0,Arkansas,62.12624984,703,4637664
WDPRB,AR,2016,70786,Arkansas,62.12624984,703,4637664
WDTCB,AR,2016,70786,Arkansas,62.12624984,703,4637664
WSTCB,AR,2016,5118,Arkansas,62.12624984,703,4637664
WWPRB,AR,2016,75904,Arkansas,62.12624984,703,4637664
WYTCB,AR,2016,0,Arkansas,62.12624984,703,4637664
BDFDB,AZ,2016,57,Arizona,90.85562563,54,2053339
BDPRP,AZ,2016,10,Arizona,90.85562563,54,2053339
BFFDB,AZ,2016,6204,Arizona,90.85562563,54,2053339
BFPRP,AZ,2016,1089,Arizona,90.85562563,54,2053339
CLPRB,AZ,2016,116678,Arizona,90.85562563,54,2053339
CLPRK,AZ,2016,21.516,Arizona,90.85562563,54,2053339
CLPRP,AZ,2016,5423,Arizona,90.85562563,54,2053339
COPRK,AZ,2016,5.722,Arizona,90.85562563,54,2053339
EMFDB,AZ,2016,6147,Arizona,90.85562563,54,2053339
ENPRP,AZ,2016,1078,Arizona,90.85562563,54,2053339
GETCB,AZ,2016,345,Arizona,90.85562563,54,2053339
HYTCB,AZ,2016,66173,Arizona,90.85562563,54,2053339
NCPRB,AZ,2016,124372,Arizona,90.85562563,54,2053339
NGMPB,AZ,2016,49,Arizona,90.85562563,54,2053339
NGMPK,AZ,2016,1.037,Arizona,90.85562563,54,2053339
NGMPP,AZ,2016,47,Arizona,90.85562563,54,2053339
NUETB,AZ,2016,338636,Arizona,90.85562563,54,2053339
PAPRB,AZ,2016,46,Arizona,90.85562563,54,2053339
PAPRP,AZ,2016,8,Arizona,90.85562563,54,2053339
REPRB,AZ,2016,138522,Arizona,90.85562563,54,2053339
SOTCB,AZ,2016,52854,Arizona,90.85562563,54,2053339
TEPRB,AZ,2016,593930,Arizona,90.85562563,54,2053339
TETCB,AZ,2016,1524720,Arizona,90.85562563,54,2053339
WDEXB,AZ,2016,0,Arizona,90.85562563,54,2053339
WDPRB,AZ,2016,7481,Arizona,90.85562563,54,2053339
WDTCB,AZ,2016,7481,Arizona,90.85562563,54,2053339
WSTCB,AZ,2016,465,Arizona,90.85562563,54,2053339
WWPRB,AZ,2016,7946,Arizona,90.85562563,54,2053339
WYTCB,AZ,2016,5000,Arizona,90.85562563,54,2053339
BDFDB,CA,2016,5872,California,353.3561319,848,59755992
BDPRP,CA,2016,1081,California,353.3561319,848,59755992
BFFDB,CA,2016,32765,California,353.3561319,848,59755992
BFPRP,CA,2016,5798,California,353.3561319,848,59755992
CLPRB,CA,2016,0,California,353.3561319,848,59755992
CLPRK,CA,2016,0,California,353.3561319,848,59755992
CLPRP,CA,2016,0,California,353.3561319,848,59755992
COPRK,CA,2016,5.722,California,353.3561319,848,59755992
EMFDB,CA,2016,26893,California,353.3561319,848,59755992
ENPRP,CA,2016,4717,California,353.3561319,848,59755992
GETCB,CA,2016,107912,California,353.3561319,848,59755992
HYTCB,CA,2016,267194,California,353.3561319,848,59755992
NCPRB,CA,2016,767360,California,353.3561319,848,59755992
NGMPB,CA,2016,234094,California,353.3561319,848,59755992
NGMPK,CA,2016,1.142,California,353.3561319,848,59755992
NGMPP,CA,2016,205025,California,353.3561319,848,59755992
NUETB,CA,2016,197754,California,353.3561319,848,59755992
PAPRB,CA,2016,1064744,California,353.3561319,848,59755992
PAPRP,CA,2016,186079,California,353.3561319,848,59755992
REPRB,CA,2016,929692,California,353.3561319,848,59755992
SOTCB,CA,2016,267538,California,353.3561319,848,59755992
TEPRB,CA,2016,2426284,California,353.3561319,848,59755992
TETCB,CA,2016,7647955,California,353.3561319,848,59755992
WDEXB,CA,2016,0,California,353.3561319,848,59755992
WDPRB,CA,2016,89236,California,353.3561319,848,59755992
WDTCB,CA,2016,89236,California,353.3561319,848,59755992
WSTCB,CA,2016,40332,California,353.3561319,848,59755992
WWPRB,CA,2016,129568,California,353.3561319,848,59755992
WYTCB,CA,2016,124715,California,353.3561319,848,59755992
BDFDB,CO,2016,0,Colorado,88.42427593,258,1800615
BDPRP,CO,2016,0,Colorado,88.42427593,258,1800615
BFFDB,CO,2016,19461,Colorado,88.42427593,258,1800615
BFPRP,CO,2016,3413,Colorado,88.42427593,258,1800615
CLPRB,CO,2016,270920,Colorado,88.42427593,258,1800615
CLPRK,CO,2016,21.444,Colorado,88.42427593,258,1800615
CLPRP,CO,2016,12634,Colorado,88.42427593,258,1800615
COPRK,CO,2016,5.722,Colorado,88.42427593,258,1800615
EMFDB,CO,2016,19461,Colorado,88.42427593,258,1800615
ENPRP,CO,2016,3413,Colorado,88.42427593,258,1800615
GETCB,CO,2016,759,Colorado,88.42427593,258,1800615
HYTCB,CO,2016,17565,Colorado,88.42427593,258,1800615
NCPRB,CO,2016,114808,Colorado,88.42427593,258,1800615
NGMPB,CO,2016,1981005,Colorado,88.42427593,258,1800615
NGMPK,CO,2016,1.175,Colorado,88.42427593,258,1800615
NGMPP,CO,2016,1685756,Colorado,88.42427593,258,1800615
NUETB,CO,2016,0,Colorado,88.42427593,258,1800615
PAPRB,CO,2016,663969,Colorado,88.42427593,258,1800615
PAPRP,CO,2016,116038,Colorado,88.42427593,258,1800615
REPRB,CO,2016,149600,Colorado,88.42427593,258,1800615
SOTCB,CO,2016,9509,Colorado,88.42427593,258,1800615
TEPRB,CO,2016,3065494,Colorado,88.42427593,258,1800615
TETCB,CO,2016,1470307,Colorado,88.42427593,258,1800615
WDEXB,CO,2016,0,Colorado,88.42427593,258,1800615
WDPRB,CO,2016,14233,Colorado,88.42427593,258,1800615
WDTCB,CO,2016,14233,Colorado,88.42427593,258,1800615
WSTCB,CO,2016,1098,Colorado,88.42427593,258,1800615
WWPRB,CO,2016,15331,Colorado,88.42427593,258,1800615
WYTCB,CO,2016,86977,Colorado,88.42427593,258,1800615
BDFDB,CT,2016,1496,Connecticut,34.09544003,28,962061
BDPRP,CT,2016,275,Connecticut,34.09544003,28,962061
BFFDB,CT,2016,1496,Connecticut,34.09544003,28,962061
BFPRP,CT,2016,275,Connecticut,34.09544003,28,962061
CLPRB,CT,2016,0,Connecticut,34.09544003,28,962061
CLPRK,CT,2016,0,Connecticut,34.09544003,28,962061
CLPRP,CT,2016,0,Connecticut,34.09544003,28,962061
COPRK,CT,2016,0,Connecticut,34.09544003,28,962061
EMFDB,CT,2016,0,Connecticut,34.09544003,28,962061
ENPRP,CT,2016,0,Connecticut,34.09544003,28,962061
GETCB,CT,2016,21,Connecticut,34.09544003,28,962061
HYTCB,CT,2016,2069,Connecticut,34.09544003,28,962061
NCPRB,CT,2016,6336,Connecticut,34.09544003,28,962061
NGMPB,CT,2016,0,Connecticut,34.09544003,28,962061
NGMPK,CT,2016,0,Connecticut,34.09544003,28,962061
NGMPP,CT,2016,0,Connecticut,34.09544003,28,962061
NUETB,CT,2016,173363,Connecticut,34.09544003,28,962061
PAPRB,CT,2016,0,Connecticut,34.09544003,28,962061
PAPRP,CT,2016,0,Connecticut,34.09544003,28,962061
REPRB,CT,2016,34249,Connecticut,34.09544003,28,962061
SOTCB,CT,2016,4128,Connecticut,34.09544003,28,962061
TEPRB,CT,2016,207612,Connecticut,34.09544003,28,962061
TETCB,CT,2016,724686,Connecticut,34.09544003,28,962061
WDEXB,CT,2016,0,Connecticut,34.09544003,28,962061
WDPRB,CT,2016,14933,Connecticut,34.09544003,28,962061
WDTCB,CT,2016,14933,Connecticut,34.09544003,28,962061
WSTCB,CT,2016,11485,Connecticut,34.09544003,28,962061
WWPRB,CT,2016,26418,Connecticut,34.09544003,28,962061
WYTCB,CT,2016,118,Connecticut,34.09544003,28,962061
BDFDB,DC,2016,0,District of Columbia,2.757740099,,
BDPRP,DC,2016,0,District of Columbia,2.757740099,,
BFFDB,DC,2016,0,District of Columbia,2.757740099,,
BFPRP,DC,2016,0,District of Columbia,2.757740099,,
CLPRB,DC,2016,0,District of Columbia,2.757740099,,
CLPRK,DC,2016,0,District of Columbia,2.757740099,,
CLPRP,DC,2016,0,District of Columbia,2.757740099,,
COPRK,DC,2016,0,District of Columbia,2.757740099,,
EMFDB,DC,2016,0,District of Columbia,2.757740099,,
ENPRP,DC,2016,0,District of Columbia,2.757740099,,
